ID,Picture,Name_German,Name_English,Name_Japanese,Name_Japanese2,Generazion_Picture,Type,KP ,Status_Attack,Status_SpecialAttack,Status_Defense,Status_SpecialDefense,Status_Initiative,Status_Sum,Class,Height_m,Weight_kg,Color,Form,Name_Form
266,Schaloko ,Schaloko ,Silcoon ,Karasalis ,カラサリス ,3. Generation Gen3 ,Käfer,304,169,149,209,149,129,1109,NFE,0.6,10,white,Form 1: Kopf-Körper ,Kokon
267,Papinella ,Papinella ,Beautifly ,Agehunt ,アゲハント ,3. Generation Gen3 ,KäferFlug,324,239,299,199,199,229,1489,PU,1,28.4,yellow,Form 13: Geflügelte Insekten ,Falter
268,Panekon ,Panekon ,Cascoon ,Mayuld ,マユルド ,3. Generation Gen3 ,Käfer,304,169,149,209,149,129,1109,NFE,0.7,11.5,purple,Form 1: Kopf-Körper ,Kokon
269,Pudox ,Pudox ,Dustox ,Dokucale ,ドクケイル ,3. Generation Gen3 ,KäferGift,324,199,199,239,279,229,1469,PU,1.2,31.6,green,Form 13: Geflügelte Insekten ,Giftmotte
270,Loturzel ,Loturzel ,Lotad ,Hassboh ,ハスボー ,3. Generation Gen3 ,WasserPflanze,284,159,179,159,199,159,1139,LC,0.5,2.6,green,Form 14: Kriechende Insekten ,Wasserlinse
271,Lombrero ,Lombrero ,Lombre ,Hasubrero ,ハスブレロ ,3. Generation Gen3 ,WasserPflanze,324,199,219,199,239,199,1379,NFE,1.2,32.5,green,Form 12: Humanoider Körper ,Frohmut
272,Kappalores ,Kappalores ,Ludicolo ,Runpappa ,ルンパッパ ,3. Generation Gen3 ,WasserPflanze,364,239,279,239,299,239,1659,NU,1.5,55,green,Form 12: Humanoider Körper ,Sorglos
273,Samurzel ,Samurzel ,Seedot ,Taneboh ,タネボー ,3. Generation Gen3 ,Pflanze,284,179,159,199,159,159,1139,LC,0.5,4,brown,Form 7: Kopf überwiegend mit Beinen ,Eichelnuss
274,Blanas ,Blanas ,Nuzleaf ,Konohana ,コノハナ ,3. Generation Gen3 ,PflanzeUnlicht,344,239,219,179,179,219,1379,NFE,1,28,brown,Form 12: Humanoider Körper ,Hinterlist
275,Tengulist ,Tengulist ,Shiftry ,Dirteng ,ダーテング ,3. Generation Gen3 ,PflanzeUnlicht,384,299,279,219,219,259,1659,NU,1.3,59.6,brown,Form 12: Humanoider Körper ,Verschlagen
276,Schwalbini ,Schwalbini ,Taillow ,Subame ,スバメ ,3. Generation Gen3 ,NormalFlug,284,209,159,159,159,269,1239,LC,0.3,2.3,blue,Form 9: Vogel-Form ,Schälblein
277,Schwalboss ,Schwalboss ,Swellow ,Ohsubame ,オオスバメ ,3. Generation Gen3 ,NormalFlug,324,269,249,219,199,349,1609,RU,0.7,19.8,blue,Form 9: Vogel-Form ,Schwalbe
278,Wingull ,Wingull ,Wingull ,Camome ,キャモメ ,3. Generation Gen3 ,WasserFlug,284,159,209,159,159,269,1239,LC,0.6,9.5,white,Form 9: Vogel-Form ,Seemöwe
279,Pelipper ,Pelipper ,Pelipper ,Pelipper ,ペリッパー ,3. Generation Gen3 ,WasserFlug,324,199,289,299,239,229,1579,OU,1.2,28,yellow,Form 9: Vogel-Form ,Wasservogel
280,Trasla ,Trasla ,Ralts ,Ralts ,ラルトス ,3. Generation Gen3 ,PsychoFee,260,149,189,149,169,179,1095,LC,0.4,6.6,green,Form 12: Humanoider Körper ,Gefühl
281,Kirlia ,Kirlia ,Kirlia ,Kirlia ,キルリア ,3. Generation Gen3 ,PsychoFee,280,169,229,169,209,199,1255,NFE,0.8,20.2,green,Form 12: Humanoider Körper ,Emotion
282,Guardevoir ,Guardevoir ,Gardevoir ,Sirnight ,サーナイト ,3. Generation Gen3 ,PsychoFee,340,229,349,229,329,259,1735,BL,1.6,48.4,green,Form 12: Humanoider Körper ,Umarmung
283,Gehweiher ,Gehweiher ,Surskit ,Ametama ,アメタマ ,3. Generation Gen3 ,KäferWasser,284,159,199,163,203,229,1237,LC,0.5,1.7,blue,Form 14: Kriechende Insekten ,Wassergeher
284,Maskeregen ,Maskeregen ,Masquerain ,Amemoth ,アメモース ,3. Generation Gen3 ,KäferFlug,344,219,299,223,263,259,1607,PU,0.8,3.6,blue,Form 13: Geflügelte Insekten ,Auge
285,Knilz ,Knilz ,Shroomish ,Kinococo ,キノココ ,3. Generation Gen3 ,Pflanze,324,179,179,219,219,169,1289,LC,0.4,4.5,brown,Form 7: Kopf überwiegend mit Beinen ,Pilz
286,Kapilz ,Kapilz ,Breloom ,Kinogassa ,キノガッサ ,3. Generation Gen3 ,PflanzeKampf,324,359,219,259,219,239,1619,BL,1.2,39.2,green,Form 6: Zweibeiner mit Schweif ,Pilz
287,Bummelz ,Bummelz ,Slakoth ,Namakero ,ナマケロ ,3. Generation Gen3 ,Normal,324,219,169,219,169,159,1259,LC,0.8,24,brown,Form 8: Vierbeiner ,Faulpelz
288,Muntier ,Muntier ,Vigoroth ,Yarukimono ,ヤルキモノ ,3. Generation Gen3 ,Normal,364,259,209,259,209,279,1579,NFE,1.4,46.5,white,Form 6: Zweibeiner mit Schweif ,Wildaffe
289,Letarking ,Letarking ,Slaking ,Kekking ,ケッキング ,3. Generation Gen3 ,Normal,504,419,289,299,229,299,2039,PU,2,130.5,brown,Form 12: Humanoider Körper ,Müßig
290,Nincada ,Nincada ,Nincada ,Tutinin ,ツチニン ,3. Generation Gen3 ,KäferBoden,266,189,159,279,159,179,1231,LC,0.5,5.5,grey,Form 14: Kriechende Insekten ,Vorbereiter
291,Ninjask ,Ninjask ,Ninjask ,Tekkanin ,テッカニン ,3. Generation Gen3 ,KäferFlug,326,279,199,189,199,419,1611,PU,0.8,12,yellow,Form 13: Geflügelte Insekten ,Ninja
292,Ninjatom ,Ninjatom ,Shedinja ,Nukenin ,ヌケニン ,3. Generation Gen3 ,KäferGeist,1,279,159,189,159,179,966,PU,0.8,1.2,brown,Form 5: Kopf überwiegend mit Rumpf ,Häutung
293,Flurmel ,Flurmel ,Whismur ,Gonyonyo ,ゴニョニョ ,3. Generation Gen3 ,Normal,332,201,201,145,145,155,1179,LC,0.6,16.3,pink,Form 6: Zweibeiner mit Schweif ,Flüster
294,Krakeelo ,Krakeelo ,Loudred ,Dogohmb ,ドゴーム ,3. Generation Gen3 ,Normal,372,241,241,185,185,195,1419,NFE,1,40.5,blue,Form 6: Zweibeiner mit Schweif ,Lauthals
295,Krawumms ,Krawumms ,Exploud ,Bakuong ,バクオング ,3. Generation Gen3 ,Normal,412,281,281,225,245,235,1679,BL3,1.5,84,blue,Form 6: Zweibeiner mit Schweif ,Krach
296,Makuhita ,Makuhita ,Makuhita ,Makunoshita ,マクノシタ ,3. Generation Gen3 ,Kampf,348,219,139,159,159,149,1173,LC,1,86.4,yellow,Form 12: Humanoider Körper ,Courage
297,Hariyama ,Hariyama ,Hariyama ,Hariteyama ,ハリテヤマ ,3. Generation Gen3 ,Kampf,492,339,179,219,219,199,1647,NU,2.3,253.8,brown,Form 12: Humanoider Körper ,Armwurf
298,Azurill ,Azurill ,Azurill ,Ruriri ,ルリリ ,3. Generation Gen3 ,NormalFee,304,139,139,179,179,139,1079,LC,0.2,2,blue,Form 7: Kopf überwiegend mit Beinen ,Gepunktet
299,Nasgnet ,Nasgnet ,Nosepass ,Nosepass ,ノズパス ,3. Generation Gen3 ,Gestein,264,189,189,369,279,159,1449,LC,1,97,grey,Form 12: Humanoider Körper ,Kompass
300,Eneco ,Eneco ,Skitty ,Eneco ,エネコ ,3. Generation Gen3 ,Normal,304,189,169,189,169,199,1219,LC,0.6,11,pink,Form 8: Vierbeiner ,Kätzchen
301,Enekoro ,Enekoro ,Delcatty ,Enekororo ,エネコロロ ,3. Generation Gen3 ,Normal,344,229,209,229,209,279,1499,PU,1.1,32.6,purple,Form 8: Vierbeiner ,Eingebildet
302,Zobiris ,Zobiris ,Sableye ,Yamirami ,ヤミラミ ,3. Generation Gen3 ,UnlichtGeist,304,249,229,249,229,199,1459,OU,0.5,11,purple,Form 12: Humanoider Körper ,Finsternis
303,Flunkifer ,Flunkifer ,Mawile ,Kucheat ,クチート ,3. Generation Gen3 ,StahlFee,304,269,209,269,209,199,1459,OU,0.6,11.5,black,Form 12: Humanoider Körper ,Schwindler
304,Stollunior ,Stollunior ,Aron ,Cokodora ,ココドラ ,3. Generation Gen3 ,StahlGestein,304,239,179,299,179,159,1359,LC,0.4,60,grey,Form 8: Vierbeiner ,Eisenpanzer
305,Stollrak ,Stollrak ,Lairon ,Kodora ,コドラ ,3. Generation Gen3 ,StahlGestein,324,279,199,379,199,179,1559,NFE,0.9,120,grey,Form 8: Vierbeiner ,Eisenpanzer
306,Stolloss ,Stolloss ,Aggron ,Bossgodora ,ボスゴドラ ,3. Generation Gen3 ,StahlGestein,344,319,219,459,219,199,1759,UU,2.1,360,grey,Form 6: Zweibeiner mit Schweif ,Eisenpanzer
307,Meditie ,Meditie ,Meditite ,Asanan ,アサナン ,3. Generation Gen3 ,KampfPsycho,264,179,179,209,209,219,1259,NFE,0.6,11.2,blue,Form 12: Humanoider Körper ,Meditation
308,Meditalis ,Meditalis ,Medicham ,Charem ,チャーレム ,3. Generation Gen3 ,KampfPsycho,324,219,219,249,249,259,1519,OU,1.3,31.5,red,Form 12: Humanoider Körper ,Meditation
309,Frizelbliz ,Frizelbliz ,Electrike ,Rakurai ,ラクライ ,3. Generation Gen3 ,Elektro,284,189,229,179,179,229,1289,LC,0.6,15.2,green,Form 8: Vierbeiner ,Gewitter
310,Voltenso ,Voltenso ,Manectric ,Livolt ,ライボルト ,3. Generation Gen3 ,Elektro,344,249,309,219,219,309,1649,UU,1.5,40.2,yellow,Form 8: Vierbeiner ,Entladung
311,Plusle ,Plusle ,Plusle ,Prasle ,プラスル ,3. Generation Gen3 ,Elektro,324,199,269,179,249,289,1509,PU,0.4,4.2,yellow,Form 6: Zweibeiner mit Schweif ,Jubel
312,Minun ,Minun ,Minun ,Minun ,マイナン ,3. Generation Gen3 ,Elektro,324,179,249,199,269,289,1509,PU,0.4,4.2,yellow,Form 6: Zweibeiner mit Schweif ,Jubel
313,Volbeat ,Volbeat ,Volbeat ,Barubeat ,バルビート ,3. Generation Gen3 ,Käfer,334,245,193,249,269,269,1559,PU,0.7,17.7,grey,Form 6: Zweibeiner mit Schweif ,Glühwürmchen
314,Illumise ,Illumise ,Illumise ,Illumise ,イルミーゼ ,3. Generation Gen3 ,Käfer,334,193,245,249,269,269,1559,PU,0.6,17.7,purple,Form 12: Humanoider Körper ,Glühwürmchen
315,Roselia ,Roselia ,Roselia ,Roselia ,ロゼリア ,3. Generation Gen3 ,PflanzeGift,304,219,299,189,259,229,1499,NFE,0.3,2,green,Form 12: Humanoider Körper ,Dorn
316,Schluppuck ,Schluppuck ,Gulpin ,Gokulin ,ゴクリン ,3. Generation Gen3 ,Gift,344,185,185,205,205,179,1303,LC,0.4,10.3,green,Form 4: Kopf überwiegend mit Armen ,Magen
317,Schlukwech ,Schlukwech ,Swalot ,Marunoom ,マルノーム ,3. Generation Gen3 ,Gift,404,245,245,265,265,209,1633,PU,1.7,80,purple,Form 4: Kopf überwiegend mit Armen ,Giftbeutel
318,Kanivanha ,Kanivanha ,Carvanha ,Kibanha ,キバニア ,3. Generation Gen3 ,WasserUnlicht,294,279,229,139,139,229,1309,LC,0.8,20.8,red,Form 3: Fisch-Form ,Gnadenlos
319,Tohaido ,Tohaido ,Sharpedo ,Samehader ,サメハダー ,3. Generation Gen3 ,WasserUnlicht,344,339,289,179,179,289,1619,UU,1.8,88.8,blue,Form 3: Fisch-Form ,Brutal
320,Wailmer ,Wailmer ,Wailmer ,Hoeruko ,ホエルコ ,3. Generation Gen3 ,Wasser,464,239,239,169,169,219,1499,LC,2,130,blue,Form 3: Fisch-Form ,Kugelwal
321,Wailord ,Wailord ,Wailord ,Whaloh ,ホエルオー ,3. Generation Gen3 ,Wasser,544,279,279,189,189,219,1699,PU,14.5,398,blue,Form 3: Fisch-Form ,Flutwal
322,Camaub ,Camaub ,Numel ,Donmel ,ドンメル ,3. Generation Gen3 ,FeuerBoden,324,219,229,179,189,169,1309,LC,0.7,24,yellow,Form 8: Vierbeiner ,Taubheit
323,Camerupt ,Camerupt ,Camerupt ,Bakuuda ,バクーダ ,3. Generation Gen3 ,FeuerBoden,344,299,309,239,249,179,1619,RU,1.9,220,red,Form 8: Vierbeiner ,Ausbruch
324,Qurtel ,Qurtel ,Torkoal ,Cotoise ,コータス ,3. Generation Gen3 ,Feuer,344,269,269,379,239,139,1639,RU,0.5,80.4,brown,Form 8: Vierbeiner ,Kohle
325,Spoink ,Spoink ,Spoink ,Baneboo ,バネブー ,3. Generation Gen3 ,Psycho,324,149,239,169,259,219,1359,LC,0.7,30.6,black,Form 4: Kopf überwiegend mit Armen ,Sprungfeder
326,Groink ,Groink ,Grumpig ,Boopig ,ブーピッグ ,3. Generation Gen3 ,Psycho,364,189,279,229,319,259,1639,PU,0.9,71.5,purple,Form 6: Zweibeiner mit Schweif ,Manipulator
327,Pandir ,Pandir ,Spinda ,Patcheel ,パッチール ,3. Generation Gen3 ,Normal,324,219,219,219,219,219,1419,PU,1.1,5,brown,Form 6: Zweibeiner mit Schweif ,Punkt-Panda
328,Knacklion ,Knacklion ,Trapinch ,Nuckrar ,ナックラー ,3. Generation Gen3 ,Boden,294,299,189,189,189,119,1279,LC,0.7,15,brown,Form 14: Kriechende Insekten ,Ameisenlöwe
329,Vibrava ,Vibrava ,Vibrava ,Vibrava ,ビブラーバ ,3. Generation Gen3 ,BodenDrache,304,239,199,199,199,239,1379,NFE,1.1,15.3,green,Form 13: Geflügelte Insekten ,Vibration
330,Libelldra ,Libelldra ,Flygon ,Flygon ,フライゴン ,3. Generation Gen3 ,BodenDrache,364,299,259,259,259,299,1739,RU,2,82,green,Form 9: Vogel-Form ,Mystik
331,Tuska ,Tuska ,Cacnea ,Sabonea ,サボネア ,3. Generation Gen3 ,Pflanze,304,269,269,179,179,169,1369,LC,0.4,51.3,green,Form 12: Humanoider Körper ,Kaktus
332,Noktuska ,Noktuska ,Cacturne ,Noctus ,ノクタス ,3. Generation Gen3 ,PflanzeUnlicht,344,329,329,219,219,209,1649,PU,1.3,77.4,green,Form 12: Humanoider Körper ,Vogelschock
333,Wablu ,Wablu ,Swablu ,Tyltto ,チルット ,3. Generation Gen3 ,NormalFlug,294,179,179,219,249,199,1319,LC,0.4,1.2,blue,Form 9: Vogel-Form ,Wollvogel
334,Altaria ,Altaria ,Altaria ,Tyltalis ,チルタリス ,3. Generation Gen3 ,DracheFlug,354,239,239,279,309,259,1679,UU,1.1,20.6,blue,Form 9: Vogel-Form ,Summsel
335,Sengo ,Sengo ,Zangoose ,Zangoose ,ザングース ,3. Generation Gen3 ,Normal,350,329,219,219,219,279,1615,NU,1.3,40.3,white,Form 6: Zweibeiner mit Schweif ,Frettkatz
336,Vipitis ,Vipitis ,Seviper ,Habunake ,ハブネーク ,3. Generation Gen3 ,Gift,350,299,299,219,219,229,1615,PU,2.7,52.5,black,Form 2: Schlangen-Form ,Reißzahn
337,Lunastein ,Lunastein ,Lunatone ,Lunatone ,ルナトーン ,3. Generation Gen3 ,GesteinPsycho,384,209,289,229,269,239,1619,PU,1,168,yellow,Form 1: Kopf-Körper ,Meteorit
338,Sonnfel ,Sonnfel ,Solrock ,Solrock ,ソルロック ,3. Generation Gen3 ,GesteinPsycho,384,289,209,269,229,239,1619,PU,1.2,154,red,Form 1: Kopf-Körper ,Meteorit
339,Schmerbe ,Schmerbe ,Barboach ,Dojoach ,ドジョッチ ,3. Generation Gen3 ,WasserBoden,304,195,191,185,181,219,1275,LC,0.4,1.9,grey,Form 3: Fisch-Form ,Barthaar
340,Welsar ,Welsar ,Whiscash ,Namazun ,ナマズン ,3. Generation Gen3 ,WasserBoden,424,255,251,245,241,219,1635,PU,0.9,23.6,blue,Form 3: Fisch-Form ,Barthaar
341,Krebscorps ,Krebscorps ,Corphish ,Heigani ,ヘイガニ ,3. Generation Gen3 ,Wasser,290,259,199,229,169,169,1315,LC,0.6,11.5,red,Form 14: Kriechende Insekten ,Grobian
342,Krebutack ,Krebutack ,Crawdaunt ,Shizariger ,シザリガー ,3. Generation Gen3 ,WasserUnlicht,330,339,279,269,209,209,1635,UU,1.1,32.8,red,Form 14: Kriechende Insekten ,Schlingel
343,Puppance ,Puppance ,Baltoy ,Yajilon ,ヤジロン ,3. Generation Gen3 ,BodenPsycho,284,179,179,209,239,209,1299,LC,0.5,21.5,brown,Form 4: Kopf überwiegend mit Armen ,Lehmpuppe
344,Lepumentas ,Lepumentas ,Claydol ,Nendoll ,ネンドール ,3. Generation Gen3 ,BodenPsycho,324,239,239,309,339,249,1699,NU,1.5,108,black,Form 4: Kopf überwiegend mit Armen ,Lehmpuppe
345,Liliep ,Liliep ,Lileep ,Lilyla ,リリーラ ,3. Generation Gen3 ,GesteinPflanze,336,181,221,253,273,145,1409,LC,1,23.8,purple,Form 5: Kopf überwiegend mit Rumpf ,Seeanemone
346,Wielie ,Wielie ,Cradily ,Yuradle ,ユレイドル ,3. Generation Gen3 ,GesteinPflanze,376,261,261,293,313,185,1689,NU,1.5,60.4,green,Form 5: Kopf überwiegend mit Rumpf ,Rankfüßer
347,Anorith ,Anorith ,Anorith ,Anopth ,アノプス ,3. Generation Gen3 ,GesteinKäfer,294,289,179,199,199,249,1409,LC,0.7,12.5,grey,Form 14: Kriechende Insekten ,Urgarnele
348,Armaldo ,Armaldo ,Armaldo ,Armaldo ,アーマルド ,3. Generation Gen3 ,GesteinKäfer,354,349,239,299,259,189,1689,PU,1.5,68.2,grey,Form 6: Zweibeiner mit Schweif ,Schild
349,Barschwa ,Barschwa ,Feebas ,Hinbass ,ヒンバス ,3. Generation Gen3 ,Wasser,244,129,119,139,209,259,1099,LC,0.6,7.4,brown,Form 3: Fisch-Form ,Fisch
350,Milotic ,Milotic ,Milotic ,Milokaross ,ミロカロス ,3. Generation Gen3 ,Wasser,394,219,299,257,349,261,1779,RU,6.2,162,pink,Form 2: Schlangen-Form ,Zartheit
351,Formeo ,Formeo ,Castform ,Powalen ,ポワルン ,3. Generation Gen3 ,Normal,344,239,239,239,239,239,1539,PU,0.3,0.8,white,Form 1: Kopf-Körper ,Wetter
352,Kecleon ,Kecleon ,Kecleon ,Kakureon ,カクレオン ,3. Generation Gen3 ,Normal,324,279,219,239,339,179,1579,NU,1,22,green,Form 6: Zweibeiner mit Schweif ,Farbenspiel
353,Shuppet ,Shuppet ,Shuppet ,Kagebouzu ,カゲボウズ ,3. Generation Gen3 ,Geist,292,249,225,169,165,189,1289,LC,0.6,2.3,black,Form 1: Kopf-Körper ,Puppe
354,Banette ,Banette ,Banette ,Juppeta ,ジュペッタ ,3. Generation Gen3 ,Geist,332,329,265,229,225,229,1609,RU,1.1,12.5,black,Form 6: Zweibeiner mit Schweif ,Marionette
355,Zwirrlicht ,Zwirrlicht ,Duskull ,Yomawaru ,ヨマワル ,3. Generation Gen3 ,Geist,244,179,159,279,279,149,1289,LC,0.8,15,black,Form 4: Kopf überwiegend mit Armen ,Requiem
356,Zwirrklop ,Zwirrklop ,Dusclops ,Samayouru ,サマヨール ,3. Generation Gen3 ,Geist,284,239,219,359,359,149,1609,NFE,1.6,30.6,black,Form 12: Humanoider Körper ,Wink
357,Tropius ,Tropius ,Tropius ,Tropius ,トロピウス ,3. Generation Gen3 ,PflanzeFlug,402,235,243,265,273,201,1619,PU,2,100,green,Form 8: Vierbeiner ,Obst
358,Palimpalim ,Palimpalim ,Chimecho ,Chirean ,チリーン ,3. Generation Gen3 ,Psycho,334,199,289,239,259,229,1549,PU,0.6,1,blue,Form 4: Kopf überwiegend mit Armen ,Windspiel
359,Absol ,Absol ,Absol ,Absol ,アブソル ,3. Generation Gen3 ,Unlicht,334,359,249,219,219,249,1629,BL2,1.2,47,white,Form 8: Vierbeiner ,Desaster
360,Isso ,Isso ,Wynaut ,Sohnano ,ソーナノ ,3. Generation Gen3 ,Psycho,394,145,145,195,195,145,1219,LC,0.6,14,blue,Form 6: Zweibeiner mit Schweif ,Strahlekind
361,Schneppke ,Schneppke ,Snorunt ,Yukiwarashi ,ユキワラシ ,3. Generation Gen3 ,Eis,304,199,199,199,199,199,1299,LC,0.7,16.8,grey,Form 12: Humanoider Körper ,Schneehut
362,Firnontor ,Firnontor ,Glalie ,Onigohri ,オニゴーリ ,3. Generation Gen3 ,Eis,364,259,259,259,259,259,1659,RU,1.5,256.5,grey,Form 1: Kopf-Körper ,Antlitz
363,Seemops ,Seemops ,Spheal ,Tamazarashi ,タマザラシ ,3. Generation Gen3 ,EisWasser,344,179,209,199,199,149,1279,LC,0.8,39.5,blue,Form 3: Fisch-Form ,Applaus
364,Seejong ,Seejong ,Sealeo ,Todoggler ,トドグラー ,3. Generation Gen3 ,EisWasser,384,219,249,239,239,189,1519,NFE,1.1,87.6,blue,Form 3: Fisch-Form ,Spielball
365,Walraisa ,Walraisa ,Walrein ,Todoseruga ,トドゼルガ ,3. Generation Gen3 ,EisWasser,424,259,289,279,279,229,1759,PU,1.4,150.6,blue,Form 8: Vierbeiner ,Eisbrecher
366,Perlu ,Perlu ,Clamperl ,Pearlulu ,パールル ,3. Generation Gen3 ,Wasser,274,227,247,269,209,163,1389,LC,0.4,52.5,blue,Form 1: Kopf-Körper ,Muschel
367,Aalabyss ,Aalabyss ,Huntail ,Huntail ,ハンテール ,3. Generation Gen3 ,Wasser,314,307,287,309,249,203,1669,PU,1.7,27,blue,Form 2: Schlangen-Form ,Tiefsee
368,Saganabyss ,Saganabyss ,Gorebyss ,Sakurabyss ,サクラビス ,3. Generation Gen3 ,Wasser,314,267,327,309,249,203,1669,PU,1.8,22.6,pink,Form 2: Schlangen-Form ,Südsee
369,Relicanth ,Relicanth ,Relicanth ,Glanth ,ジーランス ,3. Generation Gen3 ,WasserGestein,404,279,189,359,229,209,1669,PU,1,23.4,grey,Form 3: Fisch-Form ,Bestand
370,Liebiskus ,Liebiskus ,Luvdisc ,Lovecus ,ラブカス ,3. Generation Gen3 ,Wasser,290,159,179,209,229,293,1359,PU,0.6,8.7,pink,Form 3: Fisch-Form ,Rendezvous
371,Kindwurm ,Kindwurm ,Bagon ,Tatsubay ,タツベイ ,3. Generation Gen3 ,Drache,294,249,179,219,159,199,1299,LC,0.6,42.1,blue,Form 12: Humanoider Körper ,Steinhaupt
372,Draschel ,Draschel ,Shelgon ,Komoruu ,コモルー ,3. Generation Gen3 ,Drache,334,289,219,299,199,199,1539,NFE,1.1,110.5,white,Form 8: Vierbeiner ,Durchsteher
373,Brutalanda ,Brutalanda ,Salamence ,Bohmander ,ボーマンダ ,3. Generation Gen3 ,DracheFlug,394,369,319,259,259,299,1899,Uber,1.5,102.6,blue,Form 8: Vierbeiner ,Drache
374,Tanhel ,Tanhel ,Beldum ,Dumbber ,ダンバル ,3. Generation Gen3 ,StahlPsycho,284,209,169,259,219,159,1299,LC,0.6,95.2,blue,Form 5: Kopf überwiegend mit Rumpf ,Eisenkugel
375,Metang ,Metang ,Metang ,Metang ,メタング ,3. Generation Gen3 ,StahlPsycho,324,249,209,299,259,199,1539,NFE,1.2,202.5,blue,Form 4: Kopf überwiegend mit Armen ,Eisenklaue
376,Metagross ,Metagross ,Metagross ,Metagross ,メタグロス ,3. Generation Gen3 ,StahlPsycho,364,369,289,359,279,239,1899,Uber,1.6,550,blue,Form 11: Multiple Körper ,Eisenfuß
377,Regirock ,Regirock ,Regirock ,Regirock ,レジロック ,3. Generation Gen3 ,Gestein,364,299,199,499,299,199,1859,NU,1.7,230,brown,Form 12: Humanoider Körper ,Steingipfel
378,Regice ,Regice ,Regice ,Regice ,レジアイス ,3. Generation Gen3 ,Eis,364,199,299,299,499,199,1859,PU,1.8,175,blue,Form 12: Humanoider Körper ,Eisberg
379,Registeel ,Registeel ,Registeel ,Registeel ,レジスチル ,3. Generation Gen3 ,Stahl,364,249,249,399,399,199,1859,RU,1.9,205,grey,Form 12: Humanoider Körper ,Eisen
380,Latias ,Latias ,Latias ,Latias ,ラティアス ,3. Generation Gen3 ,DrachePsycho,364,259,319,279,359,319,1899,UU,1.4,40,red,Form 9: Vogel-Form ,Äon
381,Latios ,Latios ,Latios ,Latios ,ラティオス ,3. Generation Gen3 ,DrachePsycho,364,279,359,259,319,319,1899,OU,2,60,blue,Form 9: Vogel-Form ,Äon
382,Kyogre ,Kyogre ,Kyogre ,Kaiorga ,カイオーガ ,3. Generation Gen3 ,Wasser,404,299,399,279,379,279,2039,Uber,4.5,352,blue,Form 3: Fisch-Form ,Seegründler
383,Groudon ,Groudon ,Groudon ,Groudon ,グラードン ,3. Generation Gen3 ,Boden,404,399,299,379,279,279,2039,Uber,3.5,950,red,Form 6: Zweibeiner mit Schweif ,Kontinent
384,Rayquaza ,Rayquaza ,Rayquaza ,Rayquaza ,レックウザ ,3. Generation Gen3 ,DracheFlug,414,399,399,279,279,289,2059,Uber,7,206.5,green,Form 2: Schlangen-Form ,Himmelhoch
385,Jirachi ,Jirachi ,Jirachi ,Jirachi ,ジラーチ ,3. Generation Gen3 ,StahlPsycho,404,299,299,299,299,299,1899,BL,0.3,1.1,yellow,Form 12: Humanoider Körper ,Wünscher
386,Deoxys ,Deoxys ,Deoxys ,Deoxys ,デオキシス ,3. Generation Gen3 ,Psycho,304,399,399,199,199,399,1899,Uber,1.7,60.8,red,Form 12: Humanoider Körper ,DNS
387,Chelast ,Chelast ,Turtwig ,Naetle ,ナエトル ,4. Generation Gen4 ,Pflanze,314,235,189,227,209,161,1335,LC,0.4,10.2,green,Form 8: Vierbeiner ,Winziglaub
388,Chelcarain ,Chelcarain ,Grotle ,Hayashigame ,ハヤシガメ ,4. Generation Gen4 ,Pflanze,354,277,209,269,229,171,1509,NFE,1.1,97,green,Form 8: Vierbeiner ,Hain
389,Chelterrar ,Chelterrar ,Torterra ,Dodaitose ,ドダイトス ,4. Generation Gen4 ,PflanzeBoden,394,317,249,309,269,211,1749,NU,2.2,310,green,Form 8: Vierbeiner ,Kontinent
390,Panflam ,Panflam ,Chimchar ,Hikozaru ,ヒコザル ,4. Generation Gen4 ,Feuer,292,215,215,187,187,221,1317,LC,0.5,6.5,red,Form 6: Zweibeiner mit Schweif ,Schimpanse
391,Panpyro ,Panpyro ,Monferno ,Moukazaru ,モウカザル ,4. Generation Gen4 ,FeuerKampf,332,255,255,203,203,261,1509,NFE,0.9,22,red,Form 6: Zweibeiner mit Schweif ,Verspielt
392,Panferno ,Panferno ,Infernape ,Goukazaru ,ゴウカザル ,4. Generation Gen4 ,FeuerKampf,356,307,307,241,241,315,1767,UU,1.2,55,red,Form 6: Zweibeiner mit Schweif ,Flamme
393,Plinfa ,Plinfa ,Piplup ,Pochama ,ポッチャマ ,4. Generation Gen4 ,Wasser,310,201,221,205,211,179,1327,LC,0.4,5.2,blue,Form 12: Humanoider Körper ,Pinguin
394,Pliprin ,Pliprin ,Prinplup ,Pottaishi ,ポッタイシ ,4. Generation Gen4 ,Wasser,332,231,261,235,251,199,1509,NFE,0.8,23,blue,Form 6: Zweibeiner mit Schweif ,Pinguin
395,Impoleon ,Impoleon ,Empoleon ,Emperte ,エンペルト ,4. Generation Gen4 ,WasserStahl,372,271,321,275,301,219,1759,UU,1.7,84.5,blue,Form 6: Zweibeiner mit Schweif ,Kaiser
396,Staralili ,Staralili ,Starly ,Mukkuru ,ムックル ,4. Generation Gen4 ,NormalFlug,284,209,159,159,159,219,1189,LC,0.3,2,grey,Form 9: Vogel-Form ,Star
397,Staravia ,Staravia ,Staravia ,Mukubird ,ムクバード ,4. Generation Gen4 ,NormalFlug,314,249,179,199,179,259,1379,NFE,0.6,15.5,brown,Form 9: Vogel-Form ,Star
